;FIN_FINANCIALCONTRACTID;FIN_SOURCESYSTEM;SEQUENCENUMBER3;BUSINESSPARTNERID2;ISMAINCARD2;CARDSTATUS2;APPLICATIONDATE2;APPROVALDATE2;ISSUEDATE2;DEBITCARDAGREEMENT_1;BUSINESSPARTNER_1
1553;100000236;CARDSYSTEM;1;5236;1;active;04.04.2012;04.04.2012;11.04.2012;100000236;5236
1554;100000237;CARDSYSTEM;1;5237;1;active;22.03.2016;22.03.2016;30.03.2016;100000237;5237
1555;100000238;CARDSYSTEM;1;5238;1;active;16.11.2012;16.11.2012;22.11.2012;100000238;5238
1556;100000239;CARDSYSTEM;1;5239;1;active;02.04.2015;02.04.2015;11.04.2015;100000239;5239
1557;100000240;CARDSYSTEM;1;5240;1;active;02.02.2017;02.02.2017;07.02.2017;100000240;5240
1558;100000241;CARDSYSTEM;1;5241;1;active;05.09.2016;05.09.2016;12.09.2016;100000241;5241
1559;100000242;CARDSYSTEM;1;5242;1;active;12.02.2016;12.02.2016;19.02.2016;100000242;5242
1560;100000243;CARDSYSTEM;1;5243;1;active;21.11.2015;21.11.2015;26.11.2015;100000243;5243
1561;100000244;CARDSYSTEM;1;5244;1;active;30.06.2016;30.06.2016;09.07.2016;100000244;5244
1562;100000245;CARDSYSTEM;1;5245;1;active;23.02.2012;23.02.2012;01.03.2012;100000245;5245
1563;100000246;CARDSYSTEM;1;5246;1;active;30.11.2016;30.11.2016;05.12.2016;100000246;5246
1564;100000247;CARDSYSTEM;1;5247;1;active;03.04.2017;03.04.2017;09.04.2017;100000247;5247
1565;100000248;CARDSYSTEM;1;5248;1;active;07.09.2014;07.09.2014;13.09.2014;100000248;5248
1566;100000249;CARDSYSTEM;1;5249;1;active;04.08.2013;04.08.2013;11.08.2013;100000249;5249
1567;100000250;CARDSYSTEM;1;5250;1;active;24.02.2012;24.02.2012;29.02.2012;100000250;5250
1568;100000251;CARDSYSTEM;1;5251;1;active;23.05.2013;23.05.2013;28.05.2013;100000251;5251
1569;100000252;CARDSYSTEM;1;5252;1;active;02.01.2015;02.01.2015;07.01.2015;100000252;5252
1570;100000253;CARDSYSTEM;1;5253;1;active;13.08.2012;13.08.2012;18.08.2012;100000253;5253
1571;100000254;CARDSYSTEM;1;5254;1;active;02.05.2014;02.05.2014;09.05.2014;100000254;5254
1572;100000255;CARDSYSTEM;1;5255;1;active;14.04.2014;14.04.2014;22.04.2014;100000255;5255
1573;100000256;CARDSYSTEM;1;5256;1;active;22.06.2013;22.06.2013;01.07.2013;100000256;5256
1574;100000257;CARDSYSTEM;1;5257;1;active;23.08.2016;23.08.2016;01.09.2016;100000257;5257
1575;100000258;CARDSYSTEM;1;5258;1;active;01.03.2013;01.03.2013;10.03.2013;100000258;5258
1576;100000259;CARDSYSTEM;1;5259;1;active;05.10.2012;05.10.2012;11.10.2012;100000259;5259
1577;100000260;CARDSYSTEM;1;5260;1;active;24.02.2012;24.02.2012;03.03.2012;100000260;5260
1578;100000261;CARDSYSTEM;1;5261;1;active;11.07.2016;11.07.2016;20.07.2016;100000261;5261
1579;100000262;CARDSYSTEM;1;5262;1;active;25.04.2013;25.04.2013;03.05.2013;100000262;5262
1580;100000263;CARDSYSTEM;1;5263;1;active;05.09.2012;05.09.2012;10.09.2012;100000263;5263
1581;100000264;CARDSYSTEM;1;5264;1;active;16.05.2013;16.05.2013;25.05.2013;100000264;5264
